Filename,SomaScan_Symbol,SomaScan_Sequence_ID,Gene name,Biomart_Chromosome,Biomart_TranscriptStart,Biomart_TranscriptEnd
3204_2_LTA4H_LKHA4.txt.gz,LTA4H,3204_2,LTA4H,12,96000753,96043520
3206_4_LYVE1_LYVE1.txt.gz,LYVE1,3206_4,LYVE1,11,10556966,10611689
3209_69_MEPE_MEPE.txt.gz,MEPE,3209_69,MEPE,4,87821398,87846814
3210_1_METAP1_METAP1.txt.gz,METAP1,3210_1,METAP1,4,98995659,99062809
3212_30_ASAH2_ASAH2.txt.gz,ASAH2,3212_30,ASAH2,10,50182778,50279720
3213_65_NID1_Nidogen.txt.gz,NID1,3213_65,NID1,1,235975830,236065109
3216_2_PIGR_PIGR.txt.gz,PIGR,3216_2,PIGR,1,206928522,206946466
3220_40_RET_RET.txt.gz,RET,3220_40,RET,10,43077064,43130351
3221_54_SFRP1_SARP_2.txt.gz,SFRP1,3221_54,SFRP1,8,41261962,41309473
3222_11_SEMA3A_Semaphorin_3A.txt.gz,SEMA3A,3222_11,SEMA3A,7,83955777,84492724
3232_28_ACP5_TrATPase.txt.gz,ACP5,3232_28,ACP5,19,11574653,11579993
3234_23_CCDC80_URB.txt.gz,CCDC80,3234_23,CCDC80,3,112596797,112649530
3235_50_WFIKKN2_WFKN2.txt.gz,WFIKKN2,3235_50,WFIKKN2,17,50834650,50842353
3280_49_ACAN_Aggrecan.txt.gz,ACAN,3280_49,ACAN,15,88803436,88875353
3283_21_TGFBI_BGH3.txt.gz,TGFBI,3283_21,TGFBI,5,136028988,136063818
3284_75_BGN_BGN.txt.gz,BGN,3284_75,BGN,X,153494980,153509546
3285_23_C1R_C1r.txt.gz,C1R,3285_23,C1R,12,7080214,7092540
3290_50_CD109_CD109.txt.gz,CD109,3290_50,CD109,6,73695785,73828316
3291_30_FCER2_CD23.txt.gz,FCER2,3291_30,FCER2,19,7688758,7702146
3292_75_CD48_CD48.txt.gz,CD48,3292_75,CD48,1,160678746,160711831
3293_2_CD5L_CD5L.txt.gz,CD5L,3293_2,CD5L,1,157830911,157898256
3294_55_CFC1_CFC1.txt.gz,CFC1,3294_55,CFC1,2,130592165,130599575
3296_92_CNTN2_CNTN2.txt.gz,CNTN2,3296_92,CNTN2,1,205042937,205078289
3298_52_CNTN4_Contactin_4.txt.gz,CNTN4,3298_52,CNTN4,3,2098813,3057959
3299_29_CNTN5_Contactin_5.txt.gz,CNTN5,3299_29,CNTN5,11,99020949,100358885
3302_58_CST7_CYTF.txt.gz,CST7,3302_58,CST7,20,24949269,24959928
3305_6_DLL4_DLL4.txt.gz,DLL4,3305_6,DLL4,15,40929340,40939073
3309_2_FCGR2A_FCG2A.txt.gz,FCGR2A,3309_2,FCGR2A,1,161505430,161524013
3310_62_FCGR2B_FCG2B.txt.gz,FCGR2B,3310_62,FCGR2B,1,161663143,161678654
3311_27_FCGR3B_FCG3B.txt.gz,FCGR3B,3311_27,FCGR3B,1,161623196,161631963
3312_64_FCGR1A_FCGR1.txt.gz,FCGR1A,3312_64,FCGR1A,1,149782671,149791675
3313_21_FCN2_FCN2.txt.gz,FCN2,3313_21,FCN2,9,134880810,134887523
3314_74_GFRA1_GFRa_1.txt.gz,GFRA1,3314_74,GFRA1,10,116056925,116276803
3315_15_GPC2_GPC2.txt.gz,GPC2,3315_15,GPC2,7,100169606,100177381
3316_58_SERPIND1_Heparin_cofactor_II.txt.gz,SERPIND1,3316_58,SERPIND1,22,20774113,20787720
3317_33_HTRA2_HTRA2.txt.gz,HTRA2,3317_33,HTRA2,2,74529596,74533350
3320_49_IGFBP7_IGFBP_7.txt.gz,IGFBP7,3320_49,IGFBP7,4,57030773,57110385
3321_2_IL24_IL24.txt.gz,IL24,3321_2,IL24,1,206897443,206904139
3322_52_LRIG3_LRIG3.txt.gz,LRIG3,3322_52,LRIG3,12,58872149,58920504
3323_37_LRP8_LRP8.txt.gz,LRP8,3323_37,LRP8,1,53242364,53328469
3324_51_LY9_LY9.txt.gz,LY9,3324_51,LY9,1,160796074,160828261
3325_2_MATN2_MATN2.txt.gz,MATN2,3325_2,MATN2,8,97868840,98036724
3326_58_CADM1_Nectin_like_protein_2.txt.gz,CADM1,3326_58,CADM1,11,115169218,115504957
3327_27_NTN4_NET4.txt.gz,NTN4,3327_27,NTN4,12,95657807,95791189
3329_14_PGLYRP1_PGRP_S.txt.gz,PGLYRP1,3329_14,PGLYRP1,19,46019153,46023053
3331_8_RGMB_RGMB.txt.gz,RGMB,3331_8,RGMB,5,98768650,98798643
3332_57_HFE2_RGM_C.txt.gz,HFE2,3332_57,HFE2,1,146017468,146036746
3336_50_TFPI_TFPI.txt.gz,TFPI,3336_50,TFPI,2,187464230,187565760
3339_33_THBS2_TSP2.txt.gz,THBS2,3339_33,THBS2,6,169215780,169254050
3340_53_THBS4_TSP4.txt.gz,THBS4,3340_53,THBS4,5,79991311,80083287
3341_33_ABL1_ABL1.txt.gz,ABL1,3341_33,ABL1,9,130713043,130887675
3342_76_ABL2_ABL2.txt.gz,ABL2,3342_76,ABL2,1,179099330,179229684
3343_1_ACY1_Aminoacylase_1.txt.gz,ACY1,3343_1,ACY1,3,51983340,51989197
3344_60_SERPINC1_Antithrombin_III.txt.gz,SERPINC1,3344_60,SERPINC1,1,173903800,173917327
3346_72_AURKB_AURKB.txt.gz,AURKB,3346_72,AURKB,17,8204733,8210600
3347_9_ADRBK1_BARK1.txt.gz,ADRBK1,3347_9,ADRBK1,11,67266473,67286556
3348_49_BMP1_BMP_1.txt.gz,BMP1,3348_49,BMP1,8,22165140,22212326
3350_53_CAMK2A_CAMK2A.txt.gz,CAMK2A,3350_53,CAMK2A,5,150219491,150290093
3351_1_CAMK2B_CAMK2B.txt.gz,CAMK2B,3351_1,CAMK2B,7,44210019,44334577
3352_80_CA6_Carbonic_anhydrase_6.txt.gz,CA6,3352_80,CA6,1,8945867,8975092
3356_50_CA7_Carbonic_anhydrase_VII.txt.gz,CA7,3356_50,CA7,16,66844414,66854153
3361_26_CD207_CLC4K.txt.gz,CD207,3361_26,CD207,2,70830211,70835816
3362_61_CHRDL1_CRDL1.txt.gz,CHRDL1,3362_61,CHRDL1,X,110673856,110795819
3363_31_CSK_CSK.txt.gz,CSK,3363_31,CSK,15,74782080,74803197
3364_76_CTSV_Cathepsin_V.txt.gz,CTSV,3364_76,CTSV,9,97029677,97156556
3365_7_DKK4_Dkk_4.txt.gz,DKK4,3365_7,DKK4,8,42374063,42377229
3366_51_ECM1_ECM1.txt.gz,ECM1,3366_51,ECM1,1,150508062,150513789
3367_8_FETUB_FETUB.txt.gz,FETUB,3367_8,FETUB,3,186635969,186653141
3373_5_GZMH_Granzyme_H.txt.gz,GZMH,3373_5,GZMH,14,24606480,24609699
3374_49_HCK_HCK.txt.gz,HCK,3374_49,HCK,20,32052197,32101856
3376_49_IL17RD_IL_17_RD.txt.gz,IL17RD,3376_49,IL17RD,3,57089982,57170306
3378_49_KLK7_Kallikrein_7.txt.gz,KLK7,3378_49,KLK7,19,50976468,50984099
3379_29_PRKCI_KPCI.txt.gz,PRKCI,3379_29,PRKCI,3,170222424,170305977
3381_24_LYN_LYNB.txt.gz,LYN,3381_24,LYN,8,55879835,56014169
3387_1_PAK3_PAK3.txt.gz,PAK3,3387_1,PAK3,X,110944285,111227361
3388_58_PAK7_PAK7.txt.gz,PAK7,3388_58,PAK7,20,9537370,9839076
3389_7_SERPINA5_PCI.txt.gz,SERPINA5,3389_7,SERPINA5,14,94561442,94593118
3391_10_PIK3CG_PK3CG.txt.gz,PIK3CG,3391_10,PIK3CG,7,106865278,106908980
3394_81_PLK1_PLK_1.txt.gz,PLK1,3394_81,PLK1,16,23677656,23690367
3396_54_REN_Renin.txt.gz,REN,3396_54,REN,1,204154819,204190324
3397_7_PTPN11_SHP_2.txt.gz,PTPN11,3397_7,PTPN11,12,112418351,112509918
3399_31_STAB2_STAB2.txt.gz,STAB2,3399_31,STAB2,12,103587273,103766719
3400_49_TBK1_TBK1.txt.gz,TBK1,3400_49,TBK1,12,64452090,64502114
3401_8_PTPN2_TCPTP.txt.gz,PTPN2,3401_8,PTPN2,18,12785478,12929643
3403_1_TPSB2_TPSB2.txt.gz,TPSB2,3403_1,TPSB2,16,1227272,1230184
3404_51_TPSG1_TPSG1.txt.gz,TPSG1,3404_51,TPSG1,16,1221651,1225268
3405_6_UFC1_UFC1.txt.gz,UFC1,3405_6,UFC1,1,161152776,161158856
3412_7_BCL2_Bcl_2.txt.gz,BCL2,3412_7,BCL2,18,63123346,63320128
3413_50_BCL2A1_BFL1.txt.gz,BCL2A1,3413_50,BCL2A1,15,79960892,79971196
3414_40_BMX_BMX.txt.gz,BMX,3414_40,BMX,X,15464246,15556529
3415_61_IBSP_BSP.txt.gz,IBSP,3415_61,IBSP,4,87799554,87812435
3418_12_CAMK1D_CAMK1D.txt.gz,CAMK1D,3418_12,CAMK1D,10,12349547,12835545
3419_49_CAMK2D_CAMK2D.txt.gz,CAMK2D,3419_49,CAMK2D,4,113418054,113761927
3420_21_CA13_Carbonic_anhydrase_XIII.txt.gz,CA13,3420_21,CA13,8,85220587,85284073
3421_54_TNFSF8_CD30_Ligand.txt.gz,TNFSF8,3421_54,TNFSF8,9,114893343,114930595
3423_59_CMA1_Chymase.txt.gz,CMA1,3423_59,CMA1,14,24505353,24508265
3427_63_CSNK2A1_CSK21.txt.gz,CSNK2A1,3427_63,CSNK2A1,20,472498,543835
3431_54_EPHA1_EphA1.txt.gz,EPHA1,3431_54,EPHA1,7,143390289,143408856
3432_21_EPHA3_EPHA3.txt.gz,EPHA3,3432_21,EPHA3,3,89107621,89482134
3434_34_FN1_FN1_3.txt.gz,FN1,3434_34,FN1,2,215360440,215436073
3435_53_FN1_FN1_4.txt.gz,FN1,3435_53,FN1,2,215360440,215436073
3437_80_FLT3_Flt_3.txt.gz,FLT3,3437_80,FLT3,13,28003274,28100592
3438_10_FSTL3_FSTL3.txt.gz,FSTL3,3438_10,FSTL3,19,676392,683392
3440_7_GZMA_granzyme_A.txt.gz,GZMA,3440_7,GZMA,5,55102646,55110252
3445_53_IL15RA_IL_15_Ra.txt.gz,IL15RA,3445_53,IL15RA,10,5943639,5978187
3447_64_CXCL8_IL_8.txt.gz,CXCL8,3447_64,CXCL8,4,73740519,73743716
3448_13_INSR_IR.txt.gz,INSR,3448_13,INSR,19,7112255,7294414
3449_58_SERPINA4_Kallistatin.txt.gz,SERPINA4,3449_58,SERPINA4,14,94561442,94569913
3450_4_KLK6_Kallikrein_6.txt.gz,KLK6,3450_4,KLK6,19,50958631,50969673
3452_17_LCK_LCK.txt.gz,LCK,3452_17,LCK,1,32251244,32286165
3453_87_LYN_LYN.txt.gz,LYN,3453_87,LYN,8,55879835,56014169
3457_57_POSTN_Periostin.txt.gz,POSTN,3457_57,POSTN,13,37562583,37598844
3459_49_PDGFRB_PDGF_Rb.txt.gz,PDGFRB,3459_49,PDGFRB,5,150113839,150155872
3461_58_BCAN_PGCB.txt.gz,BCAN,3461_58,BCAN,1,156641390,156659532
3466_8_PRKACA_PRKACA.txt.gz,PRKACA,3466_8,PRKACA,19,14091688,14118084
3469_74_RPS6KA3_RPS6KA3.txt.gz,RPS6KA3,3469_74,RPS6KA3,X,20149911,20267519
3470_1_SELE_sE_Selectin.txt.gz,SELE,3470_1,SELE,1,169722640,169764705
3471_49_STK16_STK16.txt.gz,STK16,3471_49,STK16,2,219245455,219250337
3472_40_BIRC5_Survivin.txt.gz,BIRC5,3472_40,BIRC5,17,78214186,78225636
3473_78_MPL_Thrombopoietin_Receptor.txt.gz,MPL,3473_78,MPL,1,43337818,43354466
3474_19_THBS1_Thrombospondin_1.txt.gz,THBS1,3474_19,THBS1,15,39581079,39599466
3477_63_NTRK1_TrkA.txt.gz,NTRK1,3477_63,NTRK1,1,156815636,156881850
3480_7_DUSP3_DUS3.txt.gz,DUSP3,3480_7,DUSP3,17,43766125,43778977
3481_87_XPNPEP1_XPNPEP1.txt.gz,XPNPEP1,3481_87,XPNPEP1,10,109864766,109923553
3484_60_AGT_Angiotensinogen.txt.gz,AGT,3484_60,AGT,1,230690776,230745576
3485_28_B2M_b2_Microglobulin.txt.gz,B2M,3485_28,B2M,15,44711358,44718851
3486_58_FGF1_b_ECGF.txt.gz,FGF1,3486_58,FGF1,5,142592178,142698070
3487_32_CXCL13_BLC.txt.gz,CXCL13,3487_32,CXCL13,4,77511753,77611834
3488_64_CAT_Catalase.txt.gz,CAT,3488_64,CAT,11,34438934,34472060
3489_9_CNTF_CNTF.txt.gz,CNTF,3489_9,CNTF,11,58622665,58625733
3494_71_FGF17_FGF_17.txt.gz,FGF17,3494_71,FGF17,8,22042398,22048809
3495_15_CXCL6_GCP_2.txt.gz,CXCL6,3495_15,CXCL6,4,73836640,73849064
3497_13_IFNA2_IFN_aA.txt.gz,IFNA2,3497_13,IFNA2,9,21384255,21385398
3499_77_IL17B_IL_17B.txt.gz,IL17B,3499_77,IL17B,5,149371324,149404202
3504_58_HAMP_LEAP_1.txt.gz,HAMP,3504_58,HAMP,19,35280716,35285143
3508_78_CCL22_MDC.txt.gz,CCL22,3508_78,CCL22,16,57358783,57366189
3516_60_CXCL12_SDF_1.txt.gz,CXCL12,3516_60,CXCL12,10,44370165,44386493
3518_54_CPB2_TAFI.txt.gz,CPB2,3518_54,CPB2,13,46053186,46105033
3519_3_CCL17_TARC.txt.gz,CCL17,3519_3,CCL17,16,57404767,57416063
3520_58_TGFB3_TGF_b3.txt.gz,TGFB3,3520_58,TGFB3,14,75958097,75983011
3522_57_VIP_Vasoactive_Intestinal_Peptide.txt.gz,VIP,3522_57,VIP,6,152750797,152759765
3534_14_CD40LG_CD40_ligand__soluble.txt.gz,CD40LG,3534_14,CD40LG,X,136648158,136660390
3535_84_DKK1_DKK1.txt.gz,DKK1,3535_84,DKK1,10,52314281,52318042
3538_26_DDC_dopa_decarboxylase.txt.gz,DDC,3538_26,DDC,7,50458436,50565405
3554_24_ADIPOQ_Adiponectin.txt.gz,ADIPOQ,3554_24,ADIPOQ,3,186842704,186858463
3580_25_SERPINA1_a1_Antitrypsin.txt.gz,SERPINA1,3580_25,SERPINA1,14,94376747,94390693
3581_53_AHSG_a2_HS_Glycoprotein.txt.gz,AHSG,3581_53,AHSG,3,186613060,186621318
3583_54_ARSA_Arylsulfatase_A.txt.gz,ARSA,3583_54,ARSA,22,50622754,50628173
3585_54_BSG_BASI.txt.gz,BSG,3585_54,BSG,19,571277,583494
3587_53_BMP10_BMP10.txt.gz,BMP10,3587_53,BMP10,2,68860909,68871397
3592_4_CAMK1_CAMK1.txt.gz,CAMK1,3592_4,CAMK1,3,9757347,9769992
3593_72_CASP3_Caspase_3.txt.gz,CASP3,3593_72,CASP3,4,184627696,184650062
3600_2_CHIT1_Chitotriosidase_1.txt.gz,CHIT1,3600_2,CHIT1,1,203212827,203273641
3603_60_CLEC7A_CLC7A.txt.gz,CLEC7A,3603_60,CLEC7A,12,10116777,10130258
3605_77_MASP1_MASP3.txt.gz,MASP1,3605_77,MASP1,3,187217282,187291980
3607_71_DKK3_DKK3.txt.gz,DKK3,3607_71,DKK3,11,11956207,12009769
3616_3_GNS_GNS.txt.gz,GNS,3616_3,GNS,12,64713445,64759431
3617_80_HGFAC_HGFA.txt.gz,HGFAC,3617_80,HGFAC,4,3441968,3449486
3620_67_IL22RA1_IL22RA1.txt.gz,IL22RA1,3620_67,IL22RA1,1,24119771,24143140
3622_33_LGMN_LGMN.txt.gz,LGMN,3622_33,LGMN,14,92703807,92748679
3623_84_LY86_LY86.txt.gz,LY86,3623_84,LY86,6,6588108,6654983
3627_71_MMEL1_MMEL2.txt.gz,MMEL1,3627_71,MMEL1,1,2590639,2633016
3628_3_MAP2K2_MP2K2.txt.gz,MAP2K2,3628_3,MAP2K2,19,4090321,4124122
3629_60_CDC42BPB_MRCKB.txt.gz,CDC42BPB,3629_60,CDC42BPB,14,102932380,103057549
3630_27_CADM3_Nectin_like_protein_1.txt.gz,CADM3,3630_27,CADM3,1,159171609,159203313
3640_14_LRPAP1_RAP.txt.gz,LRPAP1,3640_14,LRPAP1,4,3503612,3532446
3651_50_KDR_VEGF_sR2.txt.gz,KDR,3651_50,KDR,4,55078481,55125595
3685_53_MFRP_MFRP.txt.gz,MFRP,3685_53,MFRP,11,119338942,119346705
3708_62_A2M_a2_Macroglobulin.txt.gz,A2M,3708_62,A2M,12,9067664,9116229
3710_49_PLG_Angiostatin.txt.gz,PLG,3710_49,PLG,6,160702194,160754097
3719_2_CDKN1B_p27Kip1.txt.gz,CDKN1B,3719_2,CDKN1B,12,12685498,12722369
3723_1_NPPB_BNP_32.txt.gz,NPPB,3723_1,NPPB,1,11857464,11858945
3727_35_PYY_PYY.txt.gz,PYY,3727_35,PYY,17,43952733,44004469
3728_52_SCT_Secretin.txt.gz,SCT,3728_52,SCT,11,626309,627181
3730_81_TNFRSF4_TNR4.txt.gz,TNFRSF4,3730_81,TNFRSF4,1,1211326,1214153
3738_54_CSF1_CSF_1.txt.gz,CSF1,3738_54,CSF1,1,109910242,109930992
3758_68_PROC_Activated_Protein_C.txt.gz,PROC,3758_68,PROC,2,127418427,127429242
3761_4_PTGS2_COX_2.txt.gz,PTGS2,3761_4,PTGS2,1,186671791,186680922
3773_15_TEK_sTie_2.txt.gz,TEK,3773_15,TEK,9,27109141,27230174
3795_6_ADAM9_ADAM_9.txt.gz,ADAM9,3795_6,ADAM9,8,38996754,39105445
3796_79_ANGPTL4_ANGL4.txt.gz,ANGPTL4,3796_79,ANGPTL4,19,8363289,8374370
3797_1_CDH2_Cadherin_2.txt.gz,CDH2,3797_1,CDH2,18,27932879,28177946
3798_71_CA9_Carbonic_anhydrase_9.txt.gz,CA9,3798_71,CA9,9,35673928,35681159
3799_11_CA3_Carbonic_anhydrase_III.txt.gz,CA3,3799_11,CA3,8,85373436,85449040
3800_71_CKB_CK_BB.txt.gz,CKB,3800_71,CKB,14,103519667,103522833
3803_10_CST5_CYTD.txt.gz,CST5,3803_10,CST5,20,23875934,23879748
3805_16_ESM1_Endocan.txt.gz,ESM1,3805_16,ESM1,5,54977867,55022671
3806_55_EPHA5_EphA5.txt.gz,EPHA5,3806_55,EPHA5,4,65319563,65670495
3807_1_FGF23_FGF23.txt.gz,FGF23,3807_1,FGF23,12,4368227,4379712
3808_76_FGFR2_FGFR_2.txt.gz,FGFR2,3808_76,FGFR2,10,121478332,121598458
3809_1_FGFR3_FGFR_3.txt.gz,FGFR3,3809_1,FGFR3,4,1793293,1808872
3810_50_FGR_FGR.txt.gz,FGR,3810_50,FGR,1,27612064,27635185
3813_3_FYN_FYN.txt.gz,FYN,3813_3,FYN,6,111660332,111873452
3815_14_IL12RB2_IL_12_RB2.txt.gz,IL12RB2,3815_14,IL12RB2,1,67307364,67398724
3817_18_PRKCQ_KPCT.txt.gz,PRKCQ,3817_18,PRKCQ,10,6427143,6580301
3820_68_MAPKAPK2_MAPK2.txt.gz,MAPKAPK2,3820_68,MAPKAPK2,1,206684905,206734281
3821_28_MAPKAPK5_MAPK5.txt.gz,MAPKAPK5,3821_28,MAPKAPK5,12,111842013,111902222
3822_54_MAPKAPK3_MAPKAPK3.txt.gz,MAPKAPK3,3822_54,MAPKAPK3,3,50611520,50649291
3823_9_MATK_MATK.txt.gz,MATK,3823_9,MATK,19,3777970,3802129
3825_18_MAPK8_MK08.txt.gz,MAPK8,3825_18,MAPK8,10,48306639,48439360
3827_22_PAK6_PAK6.txt.gz,PAK6,3827_22,PAK6,15,40217428,40277487
3831_21_PTEN_pTEN.txt.gz,PTEN,3831_21,PTEN,10,87862638,87971930
3832_51_PTK6_PTK6.txt.gz,PTK6,3832_51,PTK6,20,63528001,63537376
3835_11_TLR2_TLR2.txt.gz,TLR2,3835_11,TLR2,4,153684070,153706260
3836_51_UFM1_UFM1.txt.gz,UFM1,3836_51,UFM1,13,38349849,38363619
3837_6_ZAP70_ZAP70.txt.gz,ZAP70,3837_6,ZAP70,2,97713576,97739862
3839_60_AIP_AIP.txt.gz,AIP,3839_60,AIP,11,67468174,67491154
3844_2_PPIA_Cyclophilin_A.txt.gz,PPIA,3844_2,PPIA,7,44796680,44824564
3845_51_DYNLRB1_DLRB1.txt.gz,DYNLRB1,3845_51,DYNLRB1,20,34516395,34540958
3847_56_ETHE1_ETHE1.txt.gz,ETHE1,3847_56,ETHE1,19,43506719,43527230
3848_14_GAPDH_GAPDH__liver.txt.gz,GAPDH,3848_14,GAPDH,12,6534512,6538374
3852_19_DNAJB1_HSP_40.txt.gz,DNAJB1,3852_19,DNAJB1,19,14514769,14560391
3853_56_MDH1_MDHC.txt.gz,MDH1,3853_56,MDH1,2,63588609,63607197
3854_24_NACA_NACA.txt.gz,NACA,3854_24,NACA,12,56712305,56731628
3855_56_PRDX1_Peroxiredoxin_1.txt.gz,PRDX1,3855_56,PRDX1,1,45510914,45542732
3858_5_ACP1_PPAC.txt.gz,ACP1,3858_5,ACP1,2,264140,278283
3859_50_PSMA1_PSA1.txt.gz,PSMA1,3859_50,PSMA1,11,14504874,14643635
3860_7_PSMA6_PSA6.txt.gz,PSMA6,3860_7,PSMA6,14,35278633,35317493
3864_5_RPS7_RS7.txt.gz,RPS7,3864_5,RPS7,2,3575260,3580920
3866_7_SBDS_SBDS.txt.gz,SBDS,3866_7,SBDS,7,66987680,66995693
3867_49_SEZ6L2_SE6L2.txt.gz,SEZ6L2,3867_49,SEZ6L2,16,29871159,29899550
3868_8_SGTA_SGTA.txt.gz,SGTA,3868_8,SGTA,19,2754715,2783362
3872_2_TPT1_TCTP.txt.gz,TPT1,3872_2,TPT1,13,45333471,45341284
3873_51_TPO_TMA.txt.gz,TPO,3873_51,TPO,2,1374066,1543711
3874_8_UBE2L3_UB2L3.txt.gz,UBE2L3,3874_8,UBE2L3,22,21549447,21624034
3875_62_ARID3A_ARI3A.txt.gz,ARID3A,3875_62,ARID3A,19,925781,975939
3879_50_CDC37_CDC37.txt.gz,CDC37,3879_50,CDC37,19,10391133,10420121
3881_49_DYNLL1_DLC8.txt.gz,DYNLL1,3881_49,DYNLL1,12,120469850,120498493
3887_90_KPNB1_IMB1.txt.gz,KPNB1,3887_90,KPNB1,17,47649476,47685505
3888_8_ING1_ING1.txt.gz,ING1,3888_8,ING1,13,110712736,110723339
3889_64_LMNB1_Lamin_B1.txt.gz,LMNB1,3889_64,LMNB1,5,126776623,126837020
3890_8_LDHB_LDH_H_1.txt.gz,LDHB,3890_8,LDHB,12,21635342,21757857
3891_56_MBD4_MBD4.txt.gz,MBD4,3891_56,MBD4,3,129430947,129440179
3892_21_MED1_MED_1.txt.gz,MED1,3892_21,MED1,17,39404285,39451272
3893_64_MSLN_Mesothelin.txt.gz,MSLN,3893_64,MSLN,16,760734,768865
3894_15_NAGK_NAGK.txt.gz,NAGK,3894_15,NAGK,2,71064344,71079808
3896_5_PGAM1_Phosphoglycerate_mutase_1.txt.gz,PGAM1,3896_5,PGAM1,10,97426191,97433444
3897_61_PDXP_PLPP.txt.gz,PDXP,3897_61,PDXP,22,37658723,37666932
3898_5_PSMD7_PSD7.txt.gz,PSMD7,3898_5,PSMD7,16,74296814,74306288
3902_21_SKP1_SKP1.txt.gz,SKP1,3902_21,SKP1,5,134148935,134176964
3903_49_SNX4_Sorting_nexin_4.txt.gz,SNX4,3903_49,SNX4,3,125446650,125520202
3905_62_UBE2N_UBE2N.txt.gz,UBE2N,3905_62,UBE2N,12,93405673,93441947
4122_12_DDR1_discoidin_domain_receptor_1.txt.gz,DDR1,4122_12,DDR1,6,30876421,30900156
4123_60_FGF4_FGF_4.txt.gz,FGF4,4123_60,FGF4,11,69771022,69775341
4124_24_HSPA1A_HSP_70.txt.gz,HSPA1A,4124_24,HSPA1A,6,31815543,31817946
4125_52_AGER_sRAGE.txt.gz,AGER,4125_52,AGER,6,32180968,32184322
4126_22_BPI_BPI.txt.gz,BPI,4126_22,BPI,20,38304150,38337505
4127_75_C6_C6.txt.gz,C6,4127_75,C6,5,41142116,41261438
4128_27_CCL24_Eotaxin_2.txt.gz,CCL24,4128_27,CCL24,7,75810825,75823356
4129_72_CFB_Factor_B.txt.gz,CFB,4129_72,CFB,6,31945650,31952086
4130_71_FGF6_FGF_6.txt.gz,FGF6,4130_71,FGF6,12,4428155,4445815
4131_72_FN1_Fibronectin.txt.gz,FN1,4131_72,FN1,2,215360440,215436073
4132_27_FST_FST.txt.gz,FST,4132_27,FST,5,53480626,53487134
4133_54_GZMB_Granzyme_B.txt.gz,GZMB,4133_54,GZMB,14,24630954,24634267
4136_40_IL17D_IL_17D.txt.gz,IL17D,4136_40,IL17D,13,20702127,20723098
4137_57_IL25_IL_17E.txt.gz,IL25,4137_57,IL25,14,23372809,23376403
4138_25_IL20_IL_20.txt.gz,IL20,4138_25,IL20,1,206865623,206869223
4140_3_IL7_IL_7.txt.gz,IL7,4140_3,IL7,8,78675743,78805523
4141_79_CXCL10_IP_10.txt.gz,CXCL10,4141_79,CXCL10,4,76021118,76023497
4143_74_XCL1_Lymphotactin.txt.gz,XCL1,4143_74,XCL1,1,168576605,168582069
4144_13_CCL13_MCP_4.txt.gz,CCL13,4144_13,CCL13,17,34356480,34358610
4145_58_NTF3_Neurotrophin_3.txt.gz,NTF3,4145_58,NTF3,12,5432108,5521536
4146_58_NTF4_Neurotrophin_5.txt.gz,NTF4,4146_58,NTF4,19,49061066,49065076
4148_49_PAPPA_PAPP_A.txt.gz,PAPPA,4148_49,PAPPA,9,116153791,116402321
4149_8_PDGFB_PDGF_BB.txt.gz,PDGFB,4149_8,PDGFB,22,39223359,39244982
4150_75_PLG_Plasmin.txt.gz,PLG,4150_75,PLG,6,160702194,160754097
4151_6_PLG_Plasminogen.txt.gz,PLG,4151_6,PLG,6,160702194,160754097
4152_58_KLKB1_Prekallikrein.txt.gz,KLKB1,4152_58,KLKB1,4,186226438,186258471
4153_11_SERPINA3_alpha_1_antichymotrypsin_complex.txt.gz,SERPINA3,4153_11,SERPINA3,14,94612384,94624055
4154_57_SELP_P_Selectin.txt.gz,SELP,4154_57,SELP,1,169588849,169630193
4155_3_TNC_Tenascin.txt.gz,TNC,4155_3,TNC,9,115019575,115118207
4156_74_TGFB2_TGF_b2.txt.gz,TGFB2,4156_74,TGFB2,1,218345336,218444619
4157_2_F2_Thrombin.txt.gz,F2,4157_2,F2,11,46719196,46739506
4158_54_PLAU_uPA.txt.gz,PLAU,4158_54,PLAU,10,73909177,73917496
4159_130_CFH_Factor_H.txt.gz,CFH,4159_130,CFH,1,196651754,196752476
4160_49_MMP2_MMP_2.txt.gz,MMP2,4160_49,MMP2,16,55389700,55506691
4162_54_TF_Transferrin.txt.gz,TF,4162_54,TF,3,133746040,133796641
4163_5_H2AFZ_Histone_H2A_z.txt.gz,H2AFZ,4163_5,H2AFZ,4,99948086,99950355
4184_43_EIF4EBP2_4EBP2.txt.gz,EIF4EBP2,4184_43,EIF4EBP2,10,70404145,70428618
4187_49_PGD_6_Phosphogluconate_dehydrogenase.txt.gz,PGD,4187_49,PGD,1,10398592,10420511
4188_1_AKR7A2_Aflatoxin_B1_aldehyde_reductase.txt.gz,AKR7A2,4188_1,AKR7A2,1,19303965,19312144
4192_10_AKR1A1_AK1A1.txt.gz,AKR1A1,4192_10,AKR1A1,1,45550543,45570049
4194_26_ANP32B_AN32B.txt.gz,ANP32B,4194_26,ANP32B,9,97983341,98015943
4203_50_CFL1_Cofilin_1.txt.gz,CFL1,4203_50,CFL1,11,65823022,65862026
4209_60_VTA1_DRG_1.txt.gz,VTA1,4209_60,VTA1,6,142147162,142224685
4212_5_EPS15L1_EP15R.txt.gz,EPS15L1,4212_5,EPS15L1,19,16355239,16472085
