FileLocation,filenames,Symbol,UniprotID,Kit,gene,Biomarker_TSS_Start,Biomarker_TSS_End,Chromosome_edit
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RSPO1:Q2MKA7:Neurology.tsv.gz,discovery_RS2_RSPO1:Q2MKA7:Neurology.tsv.gz,RSPO1,Q2MKA7,Neurology,RSPO1,37611350,37634892,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PTK7:Q13308:Neurology.tsv.gz,discovery_RS2_PTK7:Q13308:Neurology.tsv.gz,PTK7,Q13308,Neurology,PTK7,43076307,43161719,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MATN2:O00339:Inflammation.tsv.gz,discovery_RS2_MATN2:O00339:Inflammation.tsv.gz,MATN2,O00339,Inflammation,MATN2,97868840,98036724,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PON1:P27169:Inflammation_II.tsv.gz,discovery_RS2_PON1:P27169:Inflammation_II.tsv.gz,PON1,P27169,Inflammation_II,PON1,95297676,95324532,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PLA2G2A:P14555:Cardiometabolic.tsv.gz,discovery_RS2_PLA2G2A:P14555:Cardiometabolic.tsv.gz,PLA2G2A,P14555,Cardiometabolic,PLA2G2A,19975431,19980416,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SLIRP:Q9GZT3:Oncology_II.tsv.gz,discovery_RS2_SLIRP:Q9GZT3:Oncology_II.tsv.gz,SLIRP,Q9GZT3,Oncology_II,SLIRP,77708071,77761104,14
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MMP8:P22894:Neurology.tsv.gz,discovery_RS2_MMP8:P22894:Neurology.tsv.gz,MMP8,P22894,Neurology,MMP8,102711796,102727050,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PAFAH1B3:Q15102:Neurology_II.tsv.gz,discovery_RS2_PAFAH1B3:Q15102:Neurology_II.tsv.gz,PAFAH1B3,Q15102,Neurology_II,PAFAH1B3,42297033,42303546,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_NXPE4:Q6UWF7:Cardiometabolic_II.tsv.gz,discovery_RS2_NXPE4:Q6UWF7:Cardiometabolic_II.tsv.gz,NXPE4,Q6UWF7,Cardiometabolic_II,NXPE4,114570591,114595786,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MAP2:P11137:Neurology_II.tsv.gz,discovery_RS2_MAP2:P11137:Neurology_II.tsv.gz,MAP2,P11137,Neurology_II,MAP2,209424047,209734147,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TSPAN7:P41732:Neurology_II.tsv.gz,discovery_RS2_TSPAN7:P41732:Neurology_II.tsv.gz,TSPAN7,P41732,Neurology_II,TSPAN7,38561542,38688920,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SNAP23:O00161:Cardiometabolic.tsv.gz,discovery_RS2_SNAP23:O00161:Cardiometabolic.tsv.gz,SNAP23,O00161,Cardiometabolic,SNAP23,42491233,42545356,15
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DPP4:P27487:Cardiometabolic.tsv.gz,discovery_RS2_DPP4:P27487:Cardiometabolic.tsv.gz,DPP4,P27487,Cardiometabolic,DPP4,161992245,162074394,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LGALS3:P17931:Cardiometabolic.tsv.gz,discovery_RS2_LGALS3:P17931:Cardiometabolic.tsv.gz,LGALS3,P17931,Cardiometabolic,LGALS3,55124110,55145423,14
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ICOSLG:O75144:Oncology.tsv.gz,discovery_RS2_ICOSLG:O75144:Oncology.tsv.gz,ICOSLG,O75144,Oncology,ICOSLG,44215382,44241446,21
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CD5L:O43866:Inflammation_II.tsv.gz,discovery_RS2_CD5L:O43866:Inflammation_II.tsv.gz,CD5L,O43866,Inflammation_II,CD5L,157830911,157898256,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CAT:P04040:Inflammation_II.tsv.gz,discovery_RS2_CAT:P04040:Inflammation_II.tsv.gz,CAT,P04040,Inflammation_II,CAT,34438934,34472060,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RAPGEF2:Q9Y4G8:Oncology_II.tsv.gz,discovery_RS2_RAPGEF2:Q9Y4G8:Oncology_II.tsv.gz,RAPGEF2,Q9Y4G8,Oncology_II,RAPGEF2,159103013,159360174,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ANXA10:Q9UJ72:Neurology.tsv.gz,discovery_RS2_ANXA10:Q9UJ72:Neurology.tsv.gz,ANXA10,Q9UJ72,Neurology,ANXA10,168092537,168187736,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PDGFRB:P09619:Cardiometabolic.tsv.gz,discovery_RS2_PDGFRB:P09619:Cardiometabolic.tsv.gz,PDGFRB,P09619,Cardiometabolic,PDGFRB,150113839,150155872,5
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ACOT13:Q9NPJ3:Oncology_II.tsv.gz,discovery_RS2_ACOT13:Q9NPJ3:Oncology_II.tsv.gz,ACOT13,Q9NPJ3,Oncology_II,ACOT13,24667035,24705065,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_UBE2Z:Q9H832:Inflammation_II.tsv.gz,discovery_RS2_UBE2Z:Q9H832:Inflammation_II.tsv.gz,UBE2Z,Q9H832,Inflammation_II,UBE2Z,48908407,48929056,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CLEC5A:Q9NY25:Cardiometabolic.tsv.gz,discovery_RS2_CLEC5A:Q9NY25:Cardiometabolic.tsv.gz,CLEC5A,Q9NY25,Cardiometabolic,CLEC5A,141927357,141947007,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CPTP:Q5TA50:Cardiometabolic_II.tsv.gz,discovery_RS2_CPTP:Q5TA50:Cardiometabolic_II.tsv.gz,CPTP,Q5TA50,Cardiometabolic_II,CPTP,1324756,1328896,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GP6:Q9HCN6:Neurology.tsv.gz,discovery_RS2_GP6:Q9HCN6:Neurology.tsv.gz,GP6,Q9HCN6,Neurology,GP6,54684540,55071420,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FCN2:Q15485:Cardiometabolic.tsv.gz,discovery_RS2_FCN2:Q15485:Cardiometabolic.tsv.gz,FCN2,Q15485,Cardiometabolic,FCN2,134880810,134887523,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_HSDL2:Q6YN16:Cardiometabolic_II.tsv.gz,discovery_RS2_HSDL2:Q6YN16:Cardiometabolic_II.tsv.gz,HSDL2,Q6YN16,Cardiometabolic_II,HSDL2,112380080,112472405,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GATD3:P0DPI2:Cardiometabolic_II.tsv.gz,discovery_RS2_GATD3:P0DPI2:Cardiometabolic_II.tsv.gz,GATD3,P0DPI2,Cardiometabolic_II,GATD3,44133610,44210114,21
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ZBTB16:Q05516:Oncology.tsv.gz,discovery_RS2_ZBTB16:Q05516:Oncology.tsv.gz,ZBTB16,Q05516,Oncology,ZBTB16,114059041,114256765,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GCHFR:P30047:Inflammation_II.tsv.gz,discovery_RS2_GCHFR:P30047:Inflammation_II.tsv.gz,GCHFR,P30047,Inflammation_II,GCHFR,40764068,40767708,15
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ITGB5:P18084:Oncology.tsv.gz,discovery_RS2_ITGB5:P18084:Oncology.tsv.gz,ITGB5,P18084,Oncology,ITGB5,124761948,124901418,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ATP6V1F:Q16864:Neurology.tsv.gz,discovery_RS2_ATP6V1F:Q16864:Neurology.tsv.gz,ATP6V1F,Q16864,Neurology,ATP6V1F,128862856,128865847,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SIRT5:Q9NXA8:Neurology.tsv.gz,discovery_RS2_SIRT5:Q9NXA8:Neurology.tsv.gz,SIRT5,Q9NXA8,Neurology,SIRT5,13574227,13615158,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CUZD1:Q86UP6:Neurology_II.tsv.gz,discovery_RS2_CUZD1:Q86UP6:Neurology_II.tsv.gz,CUZD1,Q86UP6,Neurology_II,CUZD1,122832158,122846175,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ECHDC3:Q96DC8:Cardiometabolic_II.tsv.gz,discovery_RS2_ECHDC3:Q96DC8:Cardiometabolic_II.tsv.gz,ECHDC3,Q96DC8,Cardiometabolic_II,ECHDC3,11742366,11764070,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GPR15L:Q6UWK7:Oncology_II.tsv.gz,discovery_RS2_GPR15L:Q6UWK7:Oncology_II.tsv.gz,GPR15L,Q6UWK7,Oncology_II,GPR15L,84173801,84185294,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CST3:P01034:Cardiometabolic.tsv.gz,discovery_RS2_CST3:P01034:Cardiometabolic.tsv.gz,CST3,P01034,Cardiometabolic,CST3,23626706,23638473,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CD7:P09564:Inflammation_II.tsv.gz,discovery_RS2_CD7:P09564:Inflammation_II.tsv.gz,CD7,P09564,Inflammation_II,CD7,82314868,82317608,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_HSPB6:O14558:Oncology.tsv.gz,discovery_RS2_HSPB6:O14558:Oncology.tsv.gz,HSPB6,O14558,Oncology,HSPB6,35754566,35758079,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ADAM23:O75077:Inflammation.tsv.gz,discovery_RS2_ADAM23:O75077:Inflammation.tsv.gz,ADAM23,O75077,Inflammation,ADAM23,206443532,206621127,2
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_NID1:P14543:Cardiometabolic.tsv.gz,discovery_RS2_NID1:P14543:Cardiometabolic.tsv.gz,NID1,P14543,Cardiometabolic,NID1,235975830,236065109,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GJA8:P48165:Oncology_II.tsv.gz,discovery_RS2_GJA8:P48165:Oncology_II.tsv.gz,GJA8,P48165,Oncology_II,GJA8,147902795,147909269,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GLA:P06280:Inflammation_II.tsv.gz,discovery_RS2_GLA:P06280:Inflammation_II.tsv.gz,GLA,P06280,Inflammation_II,GLA,101393273,101408012,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_MFAP3L:O75121:Neurology_II.tsv.gz,discovery_RS2_MFAP3L:O75121:Neurology_II.tsv.gz,MFAP3L,O75121,Neurology_II,MFAP3L,169986597,170033031,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TNFSF11:O14788:Inflammation.tsv.gz,discovery_RS2_TNFSF11:O14788:Inflammation.tsv.gz,TNFSF11,O14788,Inflammation,TNFSF11,42562736,42608013,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_STAU1:O95793:Oncology_II.tsv.gz,discovery_RS2_STAU1:O95793:Oncology_II.tsv.gz,STAU1,O95793,Oncology_II,STAU1,49113339,49188367,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GNPDA2:Q8TDQ7:Inflammation_II.tsv.gz,discovery_RS2_GNPDA2:Q8TDQ7:Inflammation_II.tsv.gz,GNPDA2,Q8TDQ7,Inflammation_II,GNPDA2,44682200,44726588,4
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ATP6V1G1:O75348:Cardiometabolic_II.tsv.gz,discovery_RS2_ATP6V1G1:O75348:Cardiometabolic_II.tsv.gz,ATP6V1G1,O75348,Cardiometabolic_II,ATP6V1G1,114587706,114598915,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LAT2:Q9GZY6:Oncology.tsv.gz,discovery_RS2_LAT2:Q9GZY6:Oncology.tsv.gz,LAT2,Q9GZY6,Oncology,LAT2,74199652,74229834,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CPXM2:Q8N436:Cardiometabolic_II.tsv.gz,discovery_RS2_CPXM2:Q8N436:Cardiometabolic_II.tsv.gz,CPXM2,Q8N436,Cardiometabolic_II,CPXM2,123706207,123940267,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_VSIG10L:Q86VR7:Cardiometabolic_II.tsv.gz,discovery_RS2_VSIG10L:Q86VR7:Cardiometabolic_II.tsv.gz,VSIG10L,Q86VR7,Cardiometabolic_II,VSIG10L,51331536,51342139,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_AIFM1:O95831:Oncology.tsv.gz,discovery_RS2_AIFM1:O95831:Oncology.tsv.gz,AIFM1,O95831,Oncology,AIFM1,130124666,130165879,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ITGA5:P08648:Neurology.tsv.gz,discovery_RS2_ITGA5:P08648:Neurology.tsv.gz,ITGA5,P08648,Neurology,ITGA5,54395261,54419266,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TIMP4:Q99727:Neurology.tsv.gz,discovery_RS2_TIMP4:Q99727:Neurology.tsv.gz,TIMP4,Q99727,Neurology,TIMP4,12153068,12158912,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_OGT:O15294:Oncology_II.tsv.gz,discovery_RS2_OGT:O15294:Oncology_II.tsv.gz,OGT,O15294,Oncology_II,OGT,71533087,71575892,X
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CST5:P28325:Neurology.tsv.gz,discovery_RS2_CST5:P28325:Neurology.tsv.gz,CST5,P28325,Neurology,CST5,23875934,23879748,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_M6PR:P20645:Cardiometabolic_II.tsv.gz,discovery_RS2_M6PR:P20645:Cardiometabolic_II.tsv.gz,M6PR,P20645,Cardiometabolic_II,M6PR,8940361,8949761,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CLEC6A:Q6EIG7:Oncology.tsv.gz,discovery_RS2_CLEC6A:Q6EIG7:Oncology.tsv.gz,CLEC6A,Q6EIG7,Oncology,CLEC6A,8455962,8478330,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SLITRK6:Q9H5Y7:Cardiometabolic.tsv.gz,discovery_RS2_SLITRK6:Q9H5Y7:Cardiometabolic.tsv.gz,SLITRK6,Q9H5Y7,Cardiometabolic,SLITRK6,85792790,85806683,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_KRT8:P05787:Neurology_II.tsv.gz,discovery_RS2_KRT8:P05787:Neurology_II.tsv.gz,KRT8,P05787,Neurology_II,KRT8,52897187,52949954,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_S100A14:Q9HCY8:Neurology_II.tsv.gz,discovery_RS2_S100A14:Q9HCY8:Neurology_II.tsv.gz,S100A14,Q9HCY8,Neurology_II,S100A14,153614255,153616986,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CTSH:P09668:Cardiometabolic.tsv.gz,discovery_RS2_CTSH:P09668:Cardiometabolic.tsv.gz,CTSH,P09668,Cardiometabolic,CTSH,78921058,78949574,15
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_BSG:P35613:Inflammation.tsv.gz,discovery_RS2_BSG:P35613:Inflammation.tsv.gz,BSG,P35613,Inflammation,BSG,571277,583494,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DNAJB8:Q8NHS0:Cardiometabolic.tsv.gz,discovery_RS2_DNAJB8:Q8NHS0:Cardiometabolic.tsv.gz,DNAJB8,Q8NHS0,Cardiometabolic,DNAJB8,128462437,128466968,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SPRR3:Q9UBC9:Neurology_II.tsv.gz,discovery_RS2_SPRR3:Q9UBC9:Neurology_II.tsv.gz,SPRR3,Q9UBC9,Neurology_II,SPRR3,153001747,153003856,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_IL33:O95760:Inflammation.tsv.gz,discovery_RS2_IL33:O95760:Inflammation.tsv.gz,IL33,O95760,Inflammation,IL33,6215786,6257983,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_HBZ:P02008:Cardiometabolic_II.tsv.gz,discovery_RS2_HBZ:P02008:Cardiometabolic_II.tsv.gz,HBZ,P02008,Cardiometabolic_II,HBZ,142728,154503,16
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_OMP:P47874:Neurology_II.tsv.gz,discovery_RS2_OMP:P47874:Neurology_II.tsv.gz,OMP,P47874,Neurology_II,OMP,77102840,77103331,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CREBZF:Q9NS37:Oncology_II.tsv.gz,discovery_RS2_CREBZF:Q9NS37:Oncology_II.tsv.gz,CREBZF,Q9NS37,Oncology_II,CREBZF,85657742,85682908,11
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TGFBR3:Q03167:Cardiometabolic.tsv.gz,discovery_RS2_TGFBR3:Q03167:Cardiometabolic.tsv.gz,TGFBR3,Q03167,Cardiometabolic,TGFBR3,91680343,91906335,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PCDH17:O14917:Cardiometabolic.tsv.gz,discovery_RS2_PCDH17:O14917:Cardiometabolic.tsv.gz,PCDH17,O14917,Cardiometabolic,PCDH17,57631744,57729311,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PTTG1:O95997:Oncology_II.tsv.gz,discovery_RS2_PTTG1:O95997:Oncology_II.tsv.gz,PTTG1,O95997,Oncology_II,PTTG1,160421855,160428739,5
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_OMD:Q99983:Inflammation.tsv.gz,discovery_RS2_OMD:Q99983:Inflammation.tsv.gz,OMD,Q99983,Inflammation,OMD,92412380,92424471,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TNFSF13B:Q9Y275:Cardiometabolic.tsv.gz,discovery_RS2_TNFSF13B:Q9Y275:Cardiometabolic.tsv.gz,TNFSF13B,Q9Y275,Cardiometabolic,TNFSF13B,108251240,108308484,13
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_LTA4H:P09960:Oncology.tsv.gz,discovery_RS2_LTA4H:P09960:Oncology.tsv.gz,LTA4H,P09960,Oncology,LTA4H,96000753,96043520,12
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PODXL2:Q9NZ53:Oncology.tsv.gz,discovery_RS2_PODXL2:Q9NZ53:Oncology.tsv.gz,PODXL2,Q9NZ53,Oncology,PODXL2,127629185,127672802,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_SSNA1:O43805:Oncology_II.tsv.gz,discovery_RS2_SSNA1:O43805:Oncology_II.tsv.gz,SSNA1,O43805,Oncology_II,SSNA1,137188660,137190370,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_STK4:Q13043:Cardiometabolic.tsv.gz,discovery_RS2_STK4:Q13043:Cardiometabolic.tsv.gz,STK4,Q13043,Cardiometabolic,STK4,44966494,45080021,20
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_INSL4:Q14641:Oncology_II.tsv.gz,discovery_RS2_INSL4:Q14641:Oncology_II.tsv.gz,INSL4,Q14641,Oncology_II,INSL4,5231419,5235304,9
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_EZR:P15311:Neurology.tsv.gz,discovery_RS2_EZR:P15311:Neurology.tsv.gz,EZR,P15311,Neurology,EZR,158765741,158819368,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TNXB:P22105:Neurology.tsv.gz,discovery_RS2_TNXB:P22105:Neurology.tsv.gz,TNXB,P22105,Neurology,TNXB,31989596,32194037,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_DFFA:O00273:Inflammation.tsv.gz,discovery_RS2_DFFA:O00273:Inflammation.tsv.gz,DFFA,O00273,Inflammation,DFFA,10456522,10472529,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GHR:P10912:Inflammation_II.tsv.gz,discovery_RS2_GHR:P10912:Inflammation_II.tsv.gz,GHR,P10912,Inflammation_II,GHR,42423439,42721878,5
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ITIH1:P19827:Inflammation_II.tsv.gz,discovery_RS2_ITIH1:P19827:Inflammation_II.tsv.gz,ITIH1,P19827,Inflammation_II,ITIH1,52777595,52792068,3
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_KIAA1549:Q9HCM3:Oncology_II.tsv.gz,discovery_RS2_KIAA1549:Q9HCM3:Oncology_II.tsv.gz,KIAA1549,Q9HCM3,Oncology_II,KIAA1549,138831381,138981389,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PDIA4:P13667:Cardiometabolic_II.tsv.gz,discovery_RS2_PDIA4:P13667:Cardiometabolic_II.tsv.gz,PDIA4,P13667,Cardiometabolic_II,PDIA4,149003062,149028662,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CXCL16:Q9H2A7:Cardiometabolic.tsv.gz,discovery_RS2_CXCL16:Q9H2A7:Cardiometabolic.tsv.gz,CXCL16,Q9H2A7,Cardiometabolic,CXCL16,4733533,4739928,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GH2:P01242:Oncology.tsv.gz,discovery_RS2_GH2:P01242:Oncology.tsv.gz,GH2,P01242,Oncology,GH2,63880215,63881944,17
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FCRL3:Q96P31:Inflammation.tsv.gz,discovery_RS2_FCRL3:Q96P31:Inflammation.tsv.gz,FCRL3,Q96P31,Inflammation,FCRL3,157674321,157700769,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_GTPBP2:Q9BX10:Neurology_II.tsv.gz,discovery_RS2_GTPBP2:Q9BX10:Neurology_II.tsv.gz,GTPBP2,Q9BX10,Neurology_II,GTPBP2,43605316,43629264,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_RPS10:P46783:Cardiometabolic_II.tsv.gz,discovery_RS2_RPS10:P46783:Cardiometabolic_II.tsv.gz,RPS10,P46783,Cardiometabolic_II,RPS10,34417454,34426069,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TNFRSF10A:O00220:Neurology.tsv.gz,discovery_RS2_TNFRSF10A:O00220:Neurology.tsv.gz,TNFRSF10A,O00220,Neurology,TNFRSF10A,23190452,23225102,8
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PRL:P01236:Neurology.tsv.gz,discovery_RS2_PRL:P01236:Neurology.tsv.gz,PRL,P01236,Neurology,PRL,22287244,22302826,6
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_CEP350:Q5VT06:Oncology_II.tsv.gz,discovery_RS2_CEP350:Q5VT06:Oncology_II.tsv.gz,CEP350,Q5VT06,Oncology_II,CEP350,179954674,180114880,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_HSD11B1:P28845:Inflammation.tsv.gz,discovery_RS2_HSD11B1:P28845:Inflammation.tsv.gz,HSD11B1,P28845,Inflammation,HSD11B1,209686178,209734949,1
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_PTPN9:P43378:Inflammation_II.tsv.gz,discovery_RS2_PTPN9:P43378:Inflammation_II.tsv.gz,PTPN9,P43378,Inflammation_II,PTPN9,75463251,75579315,15
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_TRDMT1:O14717:Oncology_II.tsv.gz,discovery_RS2_TRDMT1:O14717:Oncology_II.tsv.gz,TRDMT1,O14717,Oncology_II,TRDMT1,17137336,17202054,10
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_HDGFL2:Q7Z4V5:Neurology_II.tsv.gz,discovery_RS2_HDGFL2:Q7Z4V5:Neurology_II.tsv.gz,HDGFL2,Q7Z4V5,Neurology_II,HDGFL2,4472297,4502208,19
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_FIS1:Q9Y3D6:Inflammation.tsv.gz,discovery_RS2_FIS1:Q9Y3D6:Inflammation.tsv.gz,FIS1,Q9Y3D6,Inflammation,FIS1,101239458,101252316,7
/edgehpc/dept/human_genetics/users/jjohn1/Discovery_Genewise_Merged/discovery_RS2_ST3GAL1:Q11201:Oncology.tsv.gz,discovery_RS2_ST3GAL1:Q11201:Oncology.tsv.gz,ST3GAL1,Q11201,Oncology,ST3GAL1,133454848,133571940,8
